Analysis,Lithology (Name given by cited author),Lithology (Lithology Code see explanati...),Description (Data Type),Reference,Th [mg/kg],U [mg/kg],La [mg/kg],Ce [mg/kg],Pr [mg/kg],Sr [mg/kg],Nd [mg/kg],Sm [mg/kg],Eu [mg/kg],Gd [mg/kg],Tb [mg/kg],Dy [mg/kg],Y [mg/kg],Ho [mg/kg],Er [mg/kg],Tm [mg/kg],Yb [mg/kg],Lu [mg/kg],Mn [mg/kg],Ba [mg/kg],Sm norm,Eu norm,Gd norm,Tb norm,Eu norm (Anom Arithmetic),Eu norm (EuAnom Shields and Stille (2...),Eu norm (EuAnom Lawrence and Kamber (2...),LREE norm (La-Nd),Sr/Y,Imputed_Tb,Imputed_Dy,Imputed_Tm,Imputed_Y,Imputed_Ho,Imputed_Nd,Imputed_Er,Imputed_La,Imputed_Pr,Imputed_Sm,Imputed_Gd,Imputed_Yb,Imputed_Lu
SV51AP2,S-type Granite,S,Average,Sha & Chappell 1999,14,32,419,1327,216,138,1044,384,6,486,87,596,3200,124,311,40,208,26,,,2594.6,106.6,2442.2,2410,0.042,0.042,0.042,3006,0.043,87,596,40,3200,124,1044,311,419,216,384,486,208,26
VB1AP5,S-type Granite,S,Average,Sha & Chappell 1999,29,89,207,757,141,99,712,346,9,413,74,507,2360,91,230,33,203,26,,,2337.8,159.9,2075.4,2049.9,0.072,0.073,0.071,1817,0.042,74,507,33,2360,91,712,230,207,141,346,413,203,26
VB15AP5,S-type Granite,S,Average,Sha & Chappell 1999,4,52,235,946,156,125,716,295,5,376,64,417,2340,80,206,28,165,19,,,1993.2,88.8,1889.4,1772.9,0.046,0.046,0.046,2053,0.053,64,417,28,2340,80,716,206,235,156,295,376,165,19
VB17AP6,S-type Granite,S,Average,Sha & Chappell 1999,4,25,223,797,142,175,735,303,6,396,65,400,2010,76,181,23,120,15,,,2047.3,106.6,1989.9,1800.6,0.053,0.053,0.054,1897,0.087,65,400,23,2010,76,735,181,223,142,303,396,120,15
VB26AP2,S-type Granite,S,Average,Sha & Chappell 1999,3,87,233,856,148,29,665,343,4,412,72,474,2300,72,183,27,173,24,,,2317.6,71,2070.4,1994.5,0.032,0.032,0.032,1902,0.013,72,474,27,2300,72,665,183,233,148,343,412,173,24
VB30AP3,S-type Granite,S,Average,Sha & Chappell 1999,3,63,174,630,119,142,629,276,10,373,66,448,2080,85,211,29,165,21,,,1864.9,177.6,1874.4,1828.3,0.095,0.095,0.096,1552,0.068,66,448,29,2080,85,629,211,174,119,276,373,165,21
VB94AP1,S-type Granite,S,Average,Sha & Chappell 1999,12,14,304,926,141,483,618,186,14,185,32,205,1190,38,103,16,102,13,,,1256.8,248.7,929.6,886.4,0.227,0.23,0.222,1989,0.406,32,205,16,1190,38,618,103,304,141,186,185,102,13
VB140AP6,S-type Granite,S,Average,Sha & Chappell 1999,2,100,265,792,126,93,582,252,12,365,65,446,2470,76,185,26,156,19,,,1702.7,213.1,1834.2,1800.6,0.121,0.121,0.123,1765,0.038,65,446,26,2470,76,582,185,265,126,252,365,156,19
VB220AP3,S-type Granite,S,Average,Sha & Chappell 1999,2,28,246,821,140,211,709,250,7,338,65,476,2600,98,271,37,210,27,,,1689.2,124.3,1698.5,1800.6,0.073,0.073,0.072,1916,0.081,65,476,37,2600,98,709,271,246,140,250,338,210,27
VB221AP9,S-type Granite,S,Average,Sha & Chappell 1999,1,48,242,861,149,145,735,277,7,370,68,472,2750,104,291,42,258,35,,,1871.6,124.3,1859.3,1883.7,0.067,0.067,0.066,1987,0.053,68,472,42,2750,104,735,291,242,149,277,370,258,35
N.FalstadNelsonite,Nelsonite,IM,Average,Ihlen et al. 2014,51.1,,651.6,1248.9,236.9,,1224.9,286.5,10.4,304.7,45.4,279.2,1394,52.9,138.8,18.9,103.3,13.2,,,1935.8,184.7,1531.2,1257.6,0.107,0.107,0.11,3362,,45.4,279.2,18.9,1394,52.9,1224.9,138.8,651.6,236.9,286.5,304.7,103.3,13.2
Ixy2,Phosphorite,AUT,Average,Shields & Stille 2001.,,,59.81,45.29,10.3,,46.64,8.88,2.17,11.89,1.71,10.48,122.98,2.38,6.5,0.7,3.14,0.38,,,60,38.5,59.7,47.4,0.644,0.644,0.695,162,,1.71,10.48,0.7,122.98,2.38,46.64,6.5,59.81,10.3,8.88,11.89,3.14,0.38
Ixy2.5,Phosphorite,AUT,Average,Shields & Stille 2001.,,,59.87,82.71,12.91,,53.2,9.97,1.7,12.37,1.75,9.81,99.49,2.1,5.45,0.57,2.67,0.34,,,67.4,30.2,62.2,48.5,0.466,0.467,0.5,209,,1.75,9.81,0.57,99.49,2.1,53.2,5.45,59.87,12.91,9.97,12.37,2.67,0.34
Ixy3.75,Phosphorite,AUT,Average,Shields & Stille 2001.,,,54.51,44.88,9.47,,42.65,7.95,1.92,10.67,1.51,9.28,105.09,2.08,5.61,0.6,2.73,0.33,,,53.7,34.1,53.6,41.8,0.635,0.635,0.69,152,,1.51,9.28,0.6,105.09,2.08,42.65,5.61,54.51,9.47,7.95,10.67,2.73,0.33
Ix4,Phosphorite,AUT,Average,Shields & Stille 2001.,,,59.68,54.98,9.51,570,40.45,7.06,1.77,9.97,1.41,8.58,107.41,2,5.49,0.61,2.81,0.35,,,47.7,31.4,50.1,39.1,0.643,0.643,0.704,165,5.307,1.41,8.58,0.61,107.41,2,40.45,5.49,59.68,9.51,7.06,9.97,2.81,0.35
Ix18,Phosphorite,AUT,Average,Shields & Stille 2001.,,,80,123.9,18.53,,75.19,15.65,1.82,17.87,2.79,16.03,140.12,3.27,8.55,0.97,5.08,0.71,,,105.7,32.3,89.8,77.3,0.331,0.332,0.339,298,,2.79,16.03,0.97,140.12,3.27,75.19,8.55,80,18.53,15.65,17.87,5.08,0.71
Ix21,Phosphorite,AUT,Average,Shields & Stille 2001.,,,55.71,59.09,9.87,,39.24,6.7,1.12,9.06,1.26,7.62,103.52,1.78,4.95,0.54,2.53,0.33,,,45.3,19.9,45.5,34.9,0.438,0.438,0.479,164,,1.26,7.62,0.54,103.52,1.78,39.24,4.95,55.71,9.87,6.7,9.06,2.53,0.33
Ix23,Phosphorite,AUT,Average,Shields & Stille 2001.,,,58.87,41.68,7.23,820,28.47,4.28,1.05,6.64,0.91,5.94,100.04,1.52,4.53,0.52,2.55,0.33,,,28.9,18.7,33.4,25.2,0.599,0.6,0.675,136,8.197,0.91,5.94,0.52,100.04,1.52,28.47,4.53,58.87,7.23,4.28,6.64,2.55,0.33
Ix25,Phosphorite,AUT,Average,Shields & Stille 2001.,,,20.77,11.95,3.43,197,15.36,2.98,0.78,4.36,0.71,4.79,59,1.21,3.63,0.47,2.61,0.39,,,20.1,13.9,21.9,19.7,0.659,0.66,0.693,52,3.339,0.71,4.79,0.47,59,1.21,15.36,3.63,20.77,3.43,2.98,4.36,2.61,0.39
Ix28,Phosphorite,AUT,Average,Shields & Stille 2001.,,,30.5,16.93,4.61,243,20.46,3.74,0.97,5.65,0.86,5.81,81.05,1.47,4.39,0.53,2.83,0.38,,,25.3,17.2,28.4,23.8,0.642,0.643,0.695,73,2.998,0.86,5.81,0.53,81.05,1.47,20.46,4.39,30.5,4.61,3.74,5.65,2.83,0.38
Ix34,Phosphorite,AUT,Average,Shields & Stille 2001.,,,57.59,85.12,13.76,620,55.21,10.35,1.91,12.59,1.86,11.12,119.26,2.51,7.34,0.89,4.68,0.63,,,69.9,33.9,63.3,51.5,0.509,0.51,0.537,212,5.199,1.86,11.12,0.89,119.26,2.51,55.21,7.34,57.59,13.76,10.35,12.59,4.68,0.63
Ix35,Phosphorite,AUT,Average,Shields & Stille 2001.,,,102.3,142,22.84,,94.02,17.85,3.48,22.25,3.33,20.21,214.5,4.61,13.5,1.66,9.04,1.24,,,120.6,61.8,111.8,92.2,0.532,0.532,0.56,361,,3.33,20.21,1.66,214.5,4.61,94.02,13.5,102.3,22.84,17.85,22.25,9.04,1.24
Ix40,Phosphorite,AUT,Average,Shields & Stille 2001.,,,93.66,208.9,40.2,211,185.7,45.39,6.29,48.37,7.61,39.96,243.41,7.15,16.59,1.62,7.39,0.91,,,306.7,111.7,243.1,210.8,0.406,0.409,0.413,528,0.867,7.61,39.96,1.62,243.41,7.15,185.7,16.59,93.66,40.2,45.39,48.37,7.39,0.91
M11,Phosphorite,AUT,Average,Shields & Stille 2001.,,,35.35,29.66,7.51,,33.99,6.81,1.78,9.06,1.38,8.57,81.89,1.89,5.44,0.68,3.85,0.59,,,46,31.6,45.5,38.2,0.691,0.691,0.731,107,,1.38,8.57,0.68,81.89,1.89,33.99,5.44,35.35,7.51,6.81,9.06,3.85,0.59
M13,Phosphorite,AUT,Average,Shields & Stille 2001.,,,60.02,38.1,12.07,,54.52,11.25,3.14,15.73,2.45,15.93,154.02,3.65,10.78,1.36,7.89,1.16,,,76,55.8,79,67.9,0.719,0.72,0.762,165,,2.45,15.93,1.36,154.02,3.65,54.52,10.78,60.02,12.07,11.25,15.73,7.89,1.16
M20,Phosphorite,AUT,Average,Shields & Stille 2001.,,,91.2,40.16,15.44,,68.9,13.62,3.7,19.9,3.16,21.01,243.9,5.06,15.11,1.97,11.51,1.67,,,92,65.7,100,87.5,0.684,0.685,0.726,216,,3.16,21.01,1.97,243.9,5.06,68.9,15.11,91.2,15.44,13.62,19.9,11.51,1.67
Z26,Phosphorite,AUT,Average,Shields & Stille 2001.,,,202.3,128,20.78,1210,86.46,17.74,2.23,20.49,3.11,17.65,144.92,3.49,8.77,0.9,3.96,0.49,,,119.9,39.6,103,86.1,0.356,0.357,0.369,438,8.349,3.11,17.65,0.9,144.92,3.49,86.46,8.77,202.3,20.78,17.74,20.49,3.96,0.49
SSF1,Fossil,AUT,Average,Shields & Stille 2001.,,,209.4,357.6,50.66,,221.3,47.3,10.97,49.1,5.851,28.86,,5.117,12.02,1.253,6.109,0.777,,,319.6,194.8,246.7,162.1,0.688,0.694,0.765,839,,5.851,28.86,1.253,NA,5.117,221.3,12.02,209.4,50.66,47.3,49.1,6.109,0.777
SSF2,Fossil,AUT,Average,Shields & Stille 2001.,,,242.3,386.8,52.67,,236.9,50.68,11.63,54.88,6.334,30.84,,5.442,12.53,1.233,6.014,0.785,,,342.4,206.6,275.8,175.5,0.668,0.672,0.754,919,,6.334,30.84,1.233,NA,5.442,236.9,12.53,242.3,52.67,50.68,54.88,6.014,0.785
SSF31st,Fossil,AUT,Average,Shields & Stille 2001.,,,152.9,168.9,33.3,,146.3,30.8,6.985,32.3,3.691,17.75,,3.154,7.311,0.592,3.701,0.489,,,208.1,124.1,162.3,102.2,0.67,0.675,0.756,501,,3.691,17.75,0.592,NA,3.154,146.3,7.311,152.9,33.3,30.8,32.3,3.701,0.489
SSF32nd,Fossil,AUT,Average,Shields & Stille 2001.,,,150.4,251.8,33.32,,146.7,30.88,7.104,33.59,3.843,19.48,,3.343,8.072,0.871,4.43,0.579,,,208.6,126.2,168.8,106.5,0.669,0.672,0.757,582,,3.843,19.48,0.871,NA,3.343,146.7,8.072,150.4,33.32,30.88,33.59,4.43,0.579
HN9901,Troctolite,IM,Average,Tollari et al 2008.,14.06,4.23,601,1748,276,913,1274,263,60.8,262,31.5,171,780,29.1,65.5,7.3,40.7,5.59,,17,1777,1079.9,1316.6,872.6,0.698,0.706,0.77,3899,1.171,31.5,171,7.3,780,29.1,1274,65.5,601,276,263,262,40.7,5.59
HN9904,Troctolite,IM,Average,Tollari et al 2008.,9.27,2.54,660,1692,268,856,1142,225,51.5,226,27,147,733,25.8,61.3,7.1,39.2,5.16,,38,1520.3,914.7,1135.7,747.9,0.689,0.696,0.762,3762,1.168,27,147,7.1,733,25.8,1142,61.3,660,268,225,226,39.2,5.16
HN9913,Troctolite,IM,Average,Tollari et al 2008.,3.12,0.91,747,2036,290,777,1215,225,30.8,213,25.9,149,785,26.7,66.7,7.8,42.5,5.56,,27,1520.3,547.1,1070.4,717.5,0.422,0.429,0.462,4288,0.99,25.9,149,7.8,785,26.7,1215,66.7,747,290,225,213,42.5,5.56
1HN9945,Troc-Nel Hybrid,IM,Average,Tollari et al 2008.,7.31,1.59,697,1934,299,857,1253,248,59.1,258,31.1,166,824,28.9,68.9,7.8,40.5,5.35,,21,1675.7,1049.7,1296.5,861.5,0.706,0.712,0.782,4183,1.04,31.1,166,7.8,824,28.9,1253,68.9,697,299,248,258,40.5,5.35
HN9944,Troc-Nel Hybrid,IM,Average,Tollari et al 2008.,5,1.08,370,896,139,526,685,152,38.6,162,19.5,110,631,19.1,45.6,5.3,28.2,3.82,,15,1027,685.6,814.1,540.2,0.745,0.75,0.827,2090,0.834,19.5,110,5.3,631,19.1,685,45.6,370,139,152,162,28.2,3.82
HN9947,Troc-Nel Hybrid,IM,Average,Tollari et al 2008.,5.62,1.24,564,1470,228,982,974,201,64.2,217,26.3,139,647,23.8,58.4,6.3,33.2,4.23,,24,1358.1,1140.3,1090.5,728.5,0.931,0.937,1.033,3236,1.518,26.3,139,6.3,647,23.8,974,58.4,564,228,201,217,33.2,4.23
HN9921,Troc-Nel Hybrid,IM,Average,Tollari et al 2008.,5.52,0.98,496,1101,185,865,902,192,48,203,24.8,141,738,25,60.1,7,37.6,5.06,,17,1297.3,852.6,1020.1,687,0.736,0.741,0.812,2684,1.172,24.8,141,7,738,25,902,60.1,496,185,192,203,37.6,5.06
HN9952,Troc-Nel Hybrid,IM,Average,Tollari et al 2008.,4.76,1.47,400,1102,170,704,772,163,46.2,171,20.5,117,585,20.4,49.7,5.8,32,4.29,,12,1101.4,820.6,859.3,567.9,0.837,0.844,0.929,2444,1.203,20.5,117,5.8,585,20.4,772,49.7,400,170,163,171,32,4.29
HN9925,Nelsonite,IM,Average,Tollari et al 2008.,4.87,1.18,479,1203,197,1087,940,200,62.5,209,24.9,137,671,23.6,56.4,6.4,35,4.74,,16,1351.4,1110.1,1050.3,689.8,0.924,0.932,1.028,2819,1.62,24.9,137,6.4,671,23.6,940,56.4,479,197,200,209,35,4.74
HN9953,Nelsonite,IM,Average,Tollari et al 2008.,2.25,0.72,248,781,116,758,530,114,41.3,116,13.4,72,352,12.1,27.6,3.1,16.5,2.15,,10,770.3,733.6,582.9,371.2,1.084,1.095,1.215,1675,2.153,13.4,72,3.1,352,12.1,530,27.6,248,116,114,116,16.5,2.15
HN9929,Nelsonite,IM,Average,Tollari et al 2008.,2.84,0.73,320,769,154,855,718,155,54.3,156,18.8,98,463,16.6,38,4,20.8,2.68,,16,1047.3,964.5,783.9,520.8,1.053,1.064,1.162,1961,1.847,18.8,98,4,463,16.6,718,38,320,154,155,156,20.8,2.68
HN9946,Nelsonite,IM,Average,Tollari et al 2008.,3.24,0.56,282,695,117,621,595,135,42.7,47,17.3,96,459,16.3,37.7,4.2,21.9,2.93,,10,912.2,758.4,236.2,479.2,1.321,1.634,1.03,1689,1.353,17.3,96,4.2,459,16.3,595,37.7,282,117,135,47,21.9,2.93
43-44A.420.y,BIF,AUT,Average,Nishizawa et al. 2005.,,,5,31,5,,21.2,7.2,6.5,9.2,1.6,8.9,,2.1,7.1,1.2,8.5,1.5,,,48.6,115.5,46.2,44.3,2.434,2.434,2.448,62,,1.6,8.9,1.2,NA,2.1,21.2,7.1,5,5,7.2,9.2,8.5,1.5
43-44A.421.a,BIF,AUT,Average,Nishizawa et al. 2005.,,,3.7,19.7,3.9,,19.9,7.1,6.3,10.1,1.7,10,,2.4,7.1,1.2,8.7,1.6,,,48,111.9,50.8,47.1,2.267,2.268,2.347,47,,1.7,10,1.2,NA,2.4,19.9,7.1,3.7,3.9,7.1,10.1,8.7,1.6
K485.l,Psammite,LM,Average,Nishizawa et al. 2005.,,,5.1,27.6,5.5,,23.3,8,5.6,27.6,8.6,48.8,,11.2,28.4,4.1,18.4,3.1,,,54.1,99.5,138.7,238.2,1.032,1.149,1.122,62,,8.6,48.8,4.1,NA,11.2,23.3,28.4,5.1,5.5,8,27.6,18.4,3.1
K485.m,Psammite,LM,Average,Nishizawa et al. 2005.,,,6.5,26.6,4.7,,22.2,7.3,4.9,24.1,7.2,43.1,,9.1,26.8,3.8,16.6,2.9,,,49.3,87,121.1,199.4,1.021,1.126,1.108,60,,7.2,43.1,3.8,NA,9.1,22.2,26.8,6.5,4.7,7.3,24.1,16.6,2.9
Carbo1,carbonatite,UM,Average,Chakhmouradian et al 2017.,141.29,19.75,1199.6,3817.8,576.7,9591,2610.7,453.9,107.9,279.1,28.61,112.59,419.6,16.2,30.92,3.11,14.89,1.54,94,93.2,3066.9,1916.5,1402.5,792.5,0.858,0.924,0.981,8205,22.857,28.61,112.59,3.11,419.6,16.2,2610.7,30.92,1199.6,576.7,453.9,279.1,14.89,1.54
Carbo2,carbonatite,UM,Average,Chakhmouradian et al 2017.,271.8,74.14,2137.5,6378,977.4,9275,4457,794.2,189.4,480.6,50.64,203.65,757.1,29.63,56.46,5.65,29,2.98,104.9,91.4,5366.2,3364.1,2415.1,1402.8,0.865,0.934,0.98,13950,12.251,50.64,203.65,5.65,757.1,29.63,4457,56.46,2137.5,977.4,794.2,480.6,29,2.98
Carbo3,carbonatite,UM,Average,Chakhmouradian et al 2017.,245.03,67.68,3236.3,9377.9,1431.4,9172,6488.1,1165.5,278.4,704.3,75.26,312.52,1176,45.26,88.2,9.09,46.03,4.73,123.3,117.1,7875,4944.9,3539.2,2084.8,0.866,0.937,0.978,20534,7.799,75.26,312.52,9.09,1176,45.26,6488.1,88.2,3236.3,1431.4,1165.5,704.3,46.03,4.73
Carbo4,carbonatite,UM,Average,Chakhmouradian et al 2017.,1.8,0.035,4984.7,8392.5,886.1,6917,2595.6,285.7,85,288.1,19.33,90.91,413.6,15.97,36.81,4.68,27.11,3.64,826.6,43.5,1930.4,1509.8,1447.7,535.5,0.894,0.903,1.199,16859,16.724,19.33,90.91,4.68,413.6,15.97,2595.6,36.81,4984.7,886.1,285.7,288.1,27.11,3.64
Carbo5,carbonatite,UM,Average,Chakhmouradian et al 2017.,66.89,3.11,1325.1,3529.5,466.8,3118,1749.7,280.1,75.4,202.8,19.85,89.44,309,13.13,25.23,2.62,12.84,1.41,56.2,5.3,1892.6,1339.3,1019.1,549.9,0.92,0.964,1.068,7071,10.091,19.85,89.44,2.62,309,13.13,1749.7,25.23,1325.1,466.8,280.1,202.8,12.84,1.41
Carbo6,carbonatite,UM,Average,Chakhmouradian et al 2017.,25.16,3.22,465.4,1234.8,177,3369,683.3,119.5,37.1,98.9,9.68,43.15,141.5,6.78,11.92,1.19,5.44,0.74,283.2,36,807.4,659,497,268.1,1.01,1.04,1.179,2561,23.809,9.68,43.15,1.19,141.5,6.78,683.3,11.92,465.4,177,119.5,98.9,5.44,0.74
Carbo7,carbonatite,UM,Average,Chakhmouradian et al 2017.,49.85,0.05,645.2,1835.8,245.8,3822,962.3,163.3,46.6,126.1,12.16,53.32,158.8,7.76,14.33,1.36,6.08,0.75,252.1,11.8,1103.4,827.7,633.7,336.8,0.953,0.99,1.114,3689,24.068,12.16,53.32,1.36,158.8,7.76,962.3,14.33,645.2,245.8,163.3,126.1,6.08,0.75
Carbo8,carbonatite,UM,Average,Chakhmouradian et al 2017.,18.4,0.05,908.6,2477,323.1,3615,1232.2,204.7,60.9,158.5,15.47,64.85,193.6,9.45,15.68,1.54,6.11,0.7,197.6,17.9,1383.1,1081.7,796.5,428.5,0.993,1.031,1.156,4941,18.673,15.47,64.85,1.54,193.6,9.45,1232.2,15.68,908.6,323.1,204.7,158.5,6.11,0.7
Carbo9,carbonatite,UM,Average,Chakhmouradian et al 2017.,7.48,0.04,1302.1,3689.9,462.2,5779,1576.5,224.4,64.9,180.5,13.93,55.04,151.4,7.75,13.07,1.17,5.26,0.64,370.5,22.8,1516.2,1152.8,907,385.9,0.951,0.983,1.2,7031,38.17,13.93,55.04,1.17,151.4,7.75,1576.5,13.07,1302.1,462.2,224.4,180.5,5.26,0.64
Carbo10,carbonatite,UM,Average,Chakhmouradian et al 2017.,10.23,1.33,561.9,1766.1,227.6,4131,811.7,120.8,34.9,98.4,8.1,34.24,98.6,4.87,8.89,0.95,3.73,0.34,402.6,22,816.2,619.9,494.5,224.4,0.946,0.976,1.168,3367,41.897,8.1,34.24,0.95,98.6,4.87,811.7,8.89,561.9,227.6,120.8,98.4,3.73,0.34
Carbo11,carbonatite,UM,Average,Chakhmouradian et al 2017.,23.13,0.03,2472.8,6502.2,709,6714,2472.7,393.7,120,336.9,25.86,97.54,243.4,12.22,22.8,1.89,8.09,0.74,134.8,28,2660.1,2131.4,1693,716.3,0.979,1.004,1.241,12157,27.584,25.86,97.54,1.89,243.4,12.22,2472.7,22.8,2472.8,709,393.7,336.9,8.09,0.74
Carbo12,carbonatite,UM,Average,Chakhmouradian et al 2017.,11.72,0.04,845.1,2245.5,293.1,5491,1085,225.3,78.4,217.4,22.44,95.34,250.9,12.32,21.03,1.66,6.86,0.54,95.5,15.3,1522.3,1392.5,1092.5,621.6,1.065,1.08,1.233,4469,21.885,22.44,95.34,1.66,250.9,12.32,1085,21.03,845.1,293.1,225.3,217.4,6.86,0.54
Carbo14,carbonatite,UM,Average,Chakhmouradian et al 2017.,2.26,0.06,2081.8,4354.7,439.3,5131,1364.8,174.3,51.5,163.1,14.33,66.42,286.1,11.65,26.32,3.06,16.65,2.16,432.2,29.5,1177.7,914.7,819.6,397,0.916,0.931,1.116,8241,17.934,14.33,66.42,3.06,286.1,11.65,1364.8,26.32,2081.8,439.3,174.3,163.1,16.65,2.16
Carbo15,carbonatite,UM,Average,Chakhmouradian et al 2017.,10.75,0.02,1810.6,3894.8,415.9,6005,1314.7,165.3,41.4,128.3,13.18,71.09,333.3,12.76,31.38,3.99,22.89,2.95,759.4,2.9,1116.9,735.3,644.7,365.1,0.835,0.867,0.956,7436,18.017,13.18,71.09,3.99,333.3,12.76,1314.7,31.38,1810.6,415.9,165.3,128.3,22.89,2.95
Carbo16,carbonatite,UM,Average,Chakhmouradian et al 2017.,65.89,5.54,727.1,2442.3,320.3,5157,1257.4,192.7,48.4,129.8,11.22,43.53,151.1,6.04,11.18,1.04,5.22,0.62,288.9,50.4,1302,859.7,652.3,310.8,0.88,0.933,1.064,4747,34.13,11.22,43.53,1.04,151.1,6.04,1257.4,11.18,727.1,320.3,192.7,129.8,5.22,0.62
Carbo17,carbonatite,UM,Average,Chakhmouradian et al 2017.,176.79,6.96,1550.6,2809.4,291.2,1525,914.8,93.4,23.3,48.9,5.04,21.48,82.3,3.18,6.49,0.71,3.21,0.45,136.7,121.9,631.1,413.9,245.7,139.6,0.944,1.051,1.084,5566,18.53,5.04,21.48,0.71,82.3,3.18,914.8,6.49,1550.6,291.2,93.4,48.9,3.21,0.45
Carbo18,carbonatite,UM,Average,Chakhmouradian et al 2017.,12.55,1.32,333.7,483.6,56.7,827,211.8,33,9.9,22.9,2.82,12.27,43.3,2.02,4,0.38,2.15,0.26,168,170,223,175.8,115.1,78.1,1.04,1.098,1.119,1086,19.099,2.82,12.27,0.38,43.3,2.02,211.8,4,333.7,56.7,33,22.9,2.15,0.26
Carbo19,carbonatite,UM,Average,Chakhmouradian et al 2017.,556.75,55.62,3178.3,9694.5,1260.8,13245,4935.3,677.1,156.6,376.1,26.86,102.64,426.6,15.52,32.67,3.71,21.34,2.92,611.2,5.4,4575,2781.5,1889.9,744,0.86,0.946,1.114,19069,31.048,26.86,102.64,3.71,426.6,15.52,4935.3,32.67,3178.3,1260.8,677.1,376.1,21.34,2.92
Carbo20,carbonatite,UM,Average,Chakhmouradian et al 2017.,38.29,6.96,416.6,1712.2,309,7396,1452.5,280.3,74.9,164.3,15.11,60.77,254.6,9.57,21.53,2.51,13.93,1.9,207.7,4,1893.9,1330.4,825.6,418.6,0.978,1.064,1.162,3890,29.049,15.11,60.77,2.51,254.6,9.57,1452.5,21.53,416.6,309,280.3,164.3,13.93,1.9
Carbo21,carbonatite,UM,Average,Chakhmouradian et al 2017.,54.91,2.96,1801.8,6150.2,845.7,4247,3585.7,654,204,595.2,53.68,196.46,475.5,25.08,44.35,3.67,15.72,1.61,3.5,14.3,4418.9,3623.4,2991,1487,0.978,0.997,1.179,12383,8.932,53.68,196.46,3.67,475.5,25.08,3585.7,44.35,1801.8,845.7,654,595.2,15.72,1.61
Carbo22,carbonatite,UM,Average,Chakhmouradian et al 2017.,17.04,5.9,1047.5,2652.6,319.6,5235,1166,174.6,49.2,130.9,13.04,55.86,180.1,8.21,15.66,1.64,7.71,0.98,331.4,45.2,1179.7,873.9,657.8,361.2,0.951,0.992,1.099,5186,29.067,13.04,55.86,1.64,180.1,8.21,1166,15.66,1047.5,319.6,174.6,130.9,7.71,0.98
Carbo23,carbonatite,UM,Average,Chakhmouradian et al 2017.,8.06,0.55,819.9,2212.1,272.1,5225,992.2,148.2,42.4,108.9,10.4,42.57,126.6,6.05,10.88,1.04,4.33,0.51,210.4,28.8,1001.4,753.1,547.2,288.1,0.973,1.017,1.139,4296,41.272,10.4,42.57,1.04,126.6,6.05,992.2,10.88,819.9,272.1,148.2,108.9,4.33,0.51
Carbo24,carbonatite,UM,Average,Chakhmouradian et al 2017.,1.11,3.44,89.7,429.4,81.7,3773,403.4,86,23.7,61.2,5.53,19.61,55.1,2.5,3.68,0.4,1.48,0.24,337.4,3.6,581.1,421,307.5,153.2,0.947,0.996,1.13,1004,68.475,5.53,19.61,0.4,55.1,2.5,403.4,3.68,89.7,81.7,86,61.2,1.48,0.24
Carbo25,carbonatite,UM,Average,Chakhmouradian et al 2017.,43.01,0.12,1121.5,2564.9,307.4,8377,1213.2,200.9,57,152.6,16.03,72.69,243.2,11.05,21.62,2.2,10.55,1.22,502.6,52.3,1357.4,1012.4,766.8,444,0.953,0.992,1.082,5207,34.445,16.03,72.69,2.2,243.2,11.05,1213.2,21.62,1121.5,307.4,200.9,152.6,10.55,1.22
Carbo26,carbonatite,UM,Average,Chakhmouradian et al 2017.,15.17,0.35,584.6,1996.8,255.2,8911,959.9,141.5,36.4,87.3,5.38,18.03,42.9,2.14,3.22,0.31,1.21,0.16,760,21,956.1,646.5,438.7,149,0.927,0.998,1.257,3797,207.716,5.38,18.03,0.31,42.9,2.14,959.9,3.22,584.6,255.2,141.5,87.3,1.21,0.16
Carbo27,carbonatite,UM,Average,Chakhmouradian et al 2017.,175.06,0.51,1694.7,5399,697.5,10664,2722,375.3,88,207.1,10.19,29.22,59.3,3.14,4.78,0.4,2,0.19,748.3,125.8,2535.8,1563.1,1040.7,282.3,0.874,0.962,1.281,10513,179.831,10.19,29.22,0.4,59.3,3.14,2722,4.78,1694.7,697.5,375.3,207.1,2,0.19
LillebuktCarbonatite1,carbonatite,UM,Concentrate,Ihlen et al. 2014,0.5,,1052.7,2501.2,295.3,,1195.9,194.9,57.8,158.1,18,78,287.8,11.1,23.2,2.4,11.4,1.3,,,1316.9,1026.6,794.5,498.6,0.972,1.004,1.078,5045,0,18,78,2.4,287.8,11.1,1195.9,23.2,1052.7,295.3,194.9,158.1,11.4,1.3
LillebuktCarbonatite2,carbonatite,UM,Concentrate,Ihlen et al. 2014,0.2,,2258.3,5045.5,578.6,,2255.3,330.9,96,258.3,29.2,128.3,485.6,18.6,38.1,4,20.8,2.3,,,2235.8,1705.2,1298,808.9,0.965,1.001,1.07,10138,0,29.2,128.3,4,485.6,18.6,2255.3,38.1,2258.3,578.6,330.9,258.3,20.8,2.3
LillebuktPyroxenite,pyroxenite,UM,Concentrate,Ihlen et al. 2014,50.2,,842.5,1648.5,166.7,,676.8,82.4,21.5,62.3,6.7,32.5,131.8,,11.8,1.2,7.7,1.1,,,556.8,381.9,313.1,185.6,0.878,0.915,0.989,3335,0,6.7,32.5,1.2,131.8,5.118858777,676.8,11.8,842.5,166.7,82.4,62.3,7.7,1.1
